CASE COUNT,CASE COUNT_7 DA,DEATH COUNT_7 DA,HOSPITALIZED COUNT,DEATH COUNT,BOROUGH,HOSPITALIZED COUNT_7 DA,date_of_interest
892,971,22,97,23,Queens,99,2/6/2021
1180,975,23,114,20,Queens,96,2/5/2021
1404,959,24,120,26,Queens,96,2/4/2021
1403,954,24,107,21,Queens,94,2/3/2021
769,955,24,97,21,Queens,96,2/2/2021
234,1043,25,70,22,Queens,99,2/1/2021
912,1243,24,90,24,Queens,105,1/31/2021
921,1245,24,73,25,Queens,105,1/30/2021
1073,1259,23,113,28,Queens,106,1/29/2021
1367,1291,22,105,27,Queens,108,1/28/2021
1408,1310,21,124,21,Queens,110,1/27/2021
1389,1314,21,118,26,Queens,109,1/26/2021
1633,1333,21,112,17,Queens,108,1/25/2021
923,1304,22,91,23,Queens,109,1/24/2021
1023,1296,21,82,19,Queens,109,1/23/2021
1291,1301,22,121,24,Queens,114,1/22/2021
1501,1329,21,121,16,Queens,113,1/21/2021
1439,1335,23,116,25,Queens,113,1/20/2021
1519,1347,23,114,26,Queens,112,1/19/2021
1435,1349,22,119,20,Queens,111,1/18/2021
862,1387,24,87,16,Queens,110,1/17/2021
1058,1410,24,121,27,Queens,111,1/16/2021
1490,1428,23,112,19,Queens,110,1/15/2021
1539,1444,23,121,25,Queens,111,1/14/2021
1526,1449,21,113,28,Queens,111,1/13/2021
1534,1472,20,103,21,Queens,112,1/12/2021
1702,1513,19,110,30,Queens,112,1/11/2021
1020,1538,17,98,19,Queens,113,1/10/2021
1188,1548,16,112,19,Queens,114,1/9/2021
1600,1570,15,119,19,Queens,112,1/8/2021
1571,1403,13,122,10,Queens,109,1/7/2021
1687,1323,13,123,20,Queens,103,1/6/2021
1821,1295,12,103,18,Queens,99,1/5/2021
1877,1264,10,116,14,Queens,98,1/4/2021
1092,1214,10,103,10,Queens,97,1/3/2021
1342,1182,9,100,13,Queens,92,1/2/2021
433,1144,9,94,5,Queens,89,1/1/2021
1009,1125,10,81,10,Queens,86,12/31/2020
1493,1105,10,93,11,Queens,86,12/30/2020
1602,1061,10,98,9,Queens,84,12/29/2020
1530,1005,10,108,11,Queens,80,12/28/2020
868,970,11,68,7,Queens,78,12/27/2020
1072,946,11,79,11,Queens,78,12/26/2020
298,907,10,76,8,Queens,77,12/25/2020
873,997,11,81,15,Queens,76,12/24/2020
1186,942,10,75,7,Queens,74,12/23/2020
1207,888,11,72,12,Queens,72,12/22/2020
1288,872,10,93,16,Queens,71,12/21/2020
698,831,10,68,7,Queens,69,12/20/2020
797,828,9,74,8,Queens,71,12/19/2020
928,814,9,71,12,Queens,69,12/18/2020
489,807,9,64,10,Queens,69,12/17/2020
810,865,9,65,9,Queens,70,12/16/2020
1092,871,9,63,9,Queens,69,12/15/2020
1004,844,8,81,13,Queens,68,12/14/2020
676,839,7,79,4,Queens,66,12/13/2020
699,816,8,59,9,Queens,61,12/12/2020
880,801,8,70,10,Queens,61,12/11/2020
897,784,8,72,9,Queens,57,12/10/2020
851,767,7,62,7,Queens,55,12/9/2020
900,766,7,56,5,Queens,53,12/8/2020
967,760,7,61,6,Queens,54,12/7/2020
517,727,7,47,11,Queens,54,12/6/2020
597,725,6,58,8,Queens,54,12/5/2020
757,713,5,42,7,Queens,52,12/4/2020
783,697,4,57,4,Queens,52,12/3/2020
843,615,4,51,6,Queens,50,12/2/2020
858,585,3,64,5,Queens,48,12/1/2020
734,539,3,61,6,Queens,45,11/30/2020
506,520,3,48,4,Queens,42,11/29/2020
509,489,3,42,2,Queens,39,11/28/2020
649,463,2,38,4,Queens,39,11/27/2020
204,436,2,43,0,Queens,39,11/26/2020
635,472,2,42,1,Queens,38,11/25/2020
535,445,3,42,4,Queens,37,11/24/2020
605,428,3,39,4,Queens,35,11/23/2020
287,414,2,30,4,Queens,36,11/22/2020
325,408,2,41,0,Queens,35,11/21/2020
458,407,2,36,2,Queens,33,11/20/2020
457,403,2,38,1,Queens,31,11/19/2020
445,396,2,30,4,Queens,28,11/18/2020
422,397,2,31,4,Queens,28,11/17/2020
503,395,1,44,1,Queens,26,11/16/2020
243,382,2,28,1,Queens,23,11/15/2020
324,380,2,23,1,Queens,21,11/14/2020
430,369,2,20,1,Queens,21,11/13/2020
406,350,3,19,2,Queens,21,11/12/2020
448,336,3,29,2,Queens,22,11/11/2020
409,312,2,22,1,Queens,19,11/10/2020
417,279,3,21,4,Queens,19,11/9/2020
226,251,2,16,2,Queens,18,11/8/2020
250,233,2,23,4,Queens,17,11/7/2020
297,214,2,20,3,Queens,16,11/6/2020
306,196,2,20,2,Queens,16,11/5/2020
277,174,1,12,1,Queens,15,11/4/2020
181,164,1,18,2,Queens,15,11/3/2020
220,164,1,18,1,Queens,13,11/2/2020
102,154,1,11,2,Queens,14,11/1/2020
117,152,1,13,2,Queens,13,10/31/2020
168,150,1,20,1,Queens,12,10/30/2020
156,149,1,12,1,Queens,12,10/29/2020
203,153,1,14,0,Queens,13,10/28/2020
180,151,1,6,1,Queens,12,10/27/2020
154,147,1,22,1,Queens,14,10/26/2020
87,150,1,7,1,Queens,14,10/25/2020
103,156,1,6,1,Queens,14,10/24/2020
161,157,1,18,1,Queens,15,10/23/2020
182,152,1,16,1,Queens,14,10/22/2020
188,147,1,12,0,Queens,14,10/21/2020
154,143,1,19,3,Queens,16,10/20/2020
178,139,1,18,0,Queens,15,10/19/2020
123,130,1,11,0,Queens,14,10/18/2020
110,125,1,9,1,Queens,14,10/17/2020
132,123,2,12,1,Queens,14,10/16/2020
144,125,2,20,3,Queens,14,10/15/2020
159,120,1,20,1,Queens,13,10/14/2020
128,116,1,16,2,Queens,11,10/13/2020
116,119,1,13,1,Queens,10,10/12/2020
85,130,1,11,1,Queens,11,10/11/2020
99,130,1,7,2,Queens,11,10/10/2020
143,130,1,13,1,Queens,11,10/9/2020
112,130,2,8,2,Queens,11,10/8/2020
132,134,2,10,1,Queens,10,10/7/2020
145,135,2,11,1,Queens,10,10/6/2020
196,139,2,17,0,Queens,11,10/5/2020
84,127,2,11,3,Queens,10,10/4/2020
98,130,2,5,2,Queens,10,10/3/2020
140,125,1,13,2,Queens,10,10/2/2020
145,122,1,6,4,Queens,10,10/1/2020
135,116,1,9,0,Queens,11,9/30/2020
175,113,1,13,2,Queens,10,9/29/2020
110,103,0,14,1,Queens,10,9/28/2020
106,105,0,8,0,Queens,9,9/27/2020
61,96,0,9,1,Queens,9,9/26/2020
125,96,0,11,1,Queens,8,9/25/2020
100,88,0,11,0,Queens,8,9/24/2020
115,89,1,7,0,Queens,7,9/23/2020
107,86,1,13,0,Queens,7,9/22/2020
122,82,1,6,0,Queens,7,9/21/2020
43,79,1,3,1,Queens,6,9/20/2020
60,83,1,7,1,Queens,7,9/19/2020
69,83,2,7,0,Queens,6,9/18/2020
104,84,2,5,2,Queens,6,9/17/2020
94,79,2,10,3,Queens,7,9/16/2020
81,78,1,8,1,Queens,7,9/15/2020
105,80,1,5,2,Queens,6,9/14/2020
68,73,1,5,1,Queens,6,9/13/2020
61,72,1,4,3,Queens,7,9/12/2020
77,68,1,7,0,Queens,7,9/11/2020
70,65,1,7,1,Queens,7,9/10/2020
82,68,1,10,1,Queens,7,9/9/2020
98,66,1,6,0,Queens,7,9/8/2020
52,63,1,6,0,Queens,7,9/7/2020
62,66,1,8,2,Queens,8,9/6/2020
34,63,1,5,0,Queens,8,9/5/2020
59,63,1,9,2,Queens,8,9/4/2020
90,62,1,7,0,Queens,7,9/3/2020
69,58,1,10,1,Queens,8,9/2/2020
73,58,1,5,1,Queens,7,9/1/2020
77,57,1,12,0,Queens,7,8/31/2020
42,58,1,6,1,Queens,6,8/30/2020
32,58,1,4,0,Queens,7,8/29/2020
52,58,1,7,1,Queens,8,8/28/2020
61,59,1,10,0,Queens,8,8/27/2020
66,58,1,5,3,Queens,8,8/26/2020
69,59,1,8,0,Queens,8,8/25/2020
84,61,1,5,0,Queens,9,8/24/2020
40,63,1,11,0,Queens,10,8/23/2020
34,63,1,7,2,Queens,9,8/22/2020
60,64,1,9,3,Queens,9,8/21/2020
54,65,1,10,1,Queens,10,8/20/2020
69,67,1,7,0,Queens,10,8/19/2020
87,69,1,12,0,Queens,10,8/18/2020
95,64,1,15,2,Queens,9,8/17/2020
39,62,1,5,2,Queens,8,8/16/2020
42,61,1,5,0,Queens,8,8/15/2020
69,61,1,14,0,Queens,8,8/14/2020
67,60,1,10,0,Queens,7,8/13/2020
86,59,1,11,0,Queens,6,8/12/2020
51,59,2,2,1,Queens,6,8/11/2020
77,58,2,9,2,Queens,7,8/10/2020
36,59,1,6,2,Queens,7,8/9/2020
43,58,1,5,0,Queens,8,8/8/2020
57,60,1,3,2,Queens,7,8/7/2020
66,60,1,7,1,Queens,8,8/6/2020
80,59,1,13,3,Queens,8,8/5/2020
46,58,1,6,1,Queens,7,8/4/2020
84,61,1,8,1,Queens,7,8/3/2020
33,61,1,12,0,Queens,7,8/2/2020
54,61,1,1,1,Queens,6,8/1/2020
58,60,1,6,1,Queens,7,7/31/2020
61,62,2,11,0,Queens,8,7/30/2020
67,62,2,5,1,Queens,8,7/29/2020
73,64,2,7,4,Queens,8,7/28/2020
79,67,2,10,0,Queens,8,7/27/2020
33,72,2,5,2,Queens,8,7/26/2020
46,74,2,8,2,Queens,9,7/25/2020
75,74,2,11,2,Queens,9,7/24/2020
63,78,2,7,4,Queens,10,7/23/2020
76,85,2,11,3,Queens,10,7/22/2020
100,87,3,6,1,Queens,10,7/21/2020
109,90,3,7,1,Queens,11,7/20/2020
46,94,4,16,0,Queens,12,7/19/2020
49,98,4,8,2,Queens,11,7/18/2020
106,103,4,17,6,Queens,11,7/17/2020
109,101,3,7,3,Queens,10,7/16/2020
91,99,3,10,7,Queens,11,7/15/2020
121,98,2,15,3,Queens,10,7/14/2020
138,96,2,11,4,Queens,10,7/13/2020
69,93,2,6,2,Queens,11,7/12/2020
86,89,2,9,3,Queens,12,7/11/2020
91,81,1,15,1,Queens,12,7/10/2020
94,77,2,11,0,Queens,10,7/9/2020
88,80,2,4,4,Queens,11,7/8/2020
106,81,2,12,1,Queens,12,7/7/2020
117,82,2,19,2,Queens,11,7/6/2020
38,84,3,12,1,Queens,11,7/5/2020
32,87,3,9,0,Queens,11,7/4/2020
65,91,3,4,3,Queens,10,7/3/2020
117,93,3,14,2,Queens,10,7/2/2020
93,87,4,12,3,Queens,10,7/1/2020
114,89,4,10,5,Queens,11,6/30/2020
132,90,4,14,5,Queens,11,6/29/2020
57,88,5,12,4,Queens,10,6/28/2020
60,88,5,6,1,Queens,11,6/27/2020
77,87,6,5,4,Queens,11,6/26/2020
78,94,5,12,4,Queens,11,6/25/2020
103,100,6,15,7,Queens,13,6/24/2020
121,99,6,13,4,Queens,13,6/23/2020
119,98,6,10,8,Queens,14,6/22/2020
58,99,6,13,7,Queens,14,6/21/2020
54,100,6,8,5,Queens,15,6/20/2020
123,103,5,8,3,Queens,16,6/19/2020
123,104,6,25,5,Queens,16,6/18/2020
92,103,7,17,9,Queens,15,6/17/2020
120,105,7,19,7,Queens,15,6/16/2020
123,107,7,11,6,Queens,14,6/15/2020
68,110,8,16,6,Queens,15,6/14/2020
74,111,9,14,2,Queens,14,6/13/2020
131,115,10,10,9,Queens,14,6/12/2020
114,111,9,15,8,Queens,16,6/11/2020
108,116,9,17,9,Queens,16,6/10/2020
131,121,9,13,9,Queens,17,6/9/2020
146,126,10,22,14,Queens,17,6/8/2020
74,128,10,10,10,Queens,16,6/7/2020
99,128,11,14,10,Queens,18,6/6/2020
103,130,12,18,4,Queens,18,6/5/2020
148,146,14,21,9,Queens,19,6/4/2020
148,150,14,20,9,Queens,19,6/3/2020
163,153,15,14,15,Queens,20,6/2/2020
158,168,14,15,15,Queens,21,6/1/2020
79,162,14,21,16,Queens,21,5/31/2020
110,168,13,14,17,Queens,21,5/30/2020
213,172,13,28,14,Queens,22,5/29/2020
181,175,15,21,10,Queens,22,5/28/2020
165,194,15,24,18,Queens,21,5/27/2020
269,207,15,21,9,Queens,20,5/26/2020
116,209,16,20,11,Queens,21,5/25/2020
121,232,17,19,13,Queens,23,5/24/2020
138,230,19,21,14,Queens,24,5/23/2020
237,230,20,26,28,Queens,25,5/22/2020
311,234,20,19,9,Queens,26,5/21/2020
256,237,22,16,24,Queens,30,5/20/2020
287,244,23,26,12,Queens,31,5/19/2020
275,248,24,33,22,Queens,31,5/18/2020
106,262,25,28,26,Queens,35,5/17/2020
136,259,26,30,21,Queens,34,5/16/2020
265,276,28,32,27,Queens,34,5/15/2020
332,288,31,44,23,Queens,36,5/14/2020
307,291,33,27,30,Queens,37,5/13/2020
314,311,37,26,18,Queens,41,5/12/2020
376,332,41,58,27,Queens,44,5/11/2020
85,341,45,18,37,Queens,44,5/10/2020
256,364,48,34,33,Queens,52,5/9/2020
344,375,52,43,48,Queens,56,5/8/2020
358,415,56,51,40,Queens,61,5/7/2020
443,449,60,55,59,Queens,65,5/6/2020
462,484,63,49,46,Queens,70,5/5/2020
437,546,67,60,55,Queens,78,5/4/2020
251,587,72,70,55,Queens,85,5/3/2020
333,598,77,64,61,Queens,89,5/2/2020
622,628,80,81,77,Queens,93,5/1/2020
593,650,83,79,67,Queens,101,4/30/2020
691,678,88,87,80,Queens,109,4/29/2020
896,738,89,106,73,Queens,119,4/28/2020
723,744,94,107,91,Queens,129,4/27/2020
331,815,98,100,89,Queens,140,4/26/2020
540,892,105,91,82,Queens,151,4/25/2020
775,915,113,138,98,Queens,164,4/24/2020
793,962,116,137,106,Queens,181,4/23/2020
1109,1011,120,154,86,Queens,195,4/22/2020
937,1021,129,173,103,Queens,211,4/21/2020
1223,1073,137,189,124,Queens,234,4/20/2020
866,1038,147,174,135,Queens,256,4/19/2020
705,1045,152,185,136,Queens,274,4/18/2020
1099,1085,156,254,122,Queens,295,4/17/2020
1139,1120,161,238,132,Queens,321,4/16/2020
1180,1180,167,263,148,Queens,348,4/15/2020
1300,1277,172,337,161,Queens,384,4/14/2020
974,1369,175,342,192,Queens,413,4/13/2020
916,1505,176,298,174,Queens,443,4/12/2020
987,1537,177,330,164,Queens,463,4/11/2020
1342,1568,176,439,155,Queens,490,4/10/2020
1560,1628,177,428,172,Queens,508,4/9/2020
1857,1666,172,517,183,Queens,528,4/8/2020
1949,1655,167,537,184,Queens,537,4/7/2020
1927,1635,154,552,202,Queens,545,4/6/2020
1135,1625,139,438,181,Queens,553,4/5/2020
1203,1617,127,521,158,Queens,563,4/4/2020
1762,1617,117,560,159,Queens,553,4/3/2020
1826,1590,103,572,139,Queens,546,4/2/2020
1782,1564,92,579,144,Queens,529,4/1/2020
1811,1534,76,592,96,Queens,510,3/31/2020
1859,1474,67,610,98,Queens,486,3/30/2020
1075,1378,57,505,94,Queens,454,3/29/2020
1201,1324,46,451,92,Queens,415,3/28/2020
1576,1288,35,513,58,Queens,386,3/27/2020
1644,1232,28,452,60,Queens,348,3/26/2020
1571,1149,20,448,33,Queens,313,3/25/2020
1389,1044,16,421,35,Queens,271,3/24/2020
1192,939,12,391,28,Queens,229,3/23/2020
696,844,8,231,14,Queens,189,3/22/2020
947,777,7,244,14,Queens,166,3/21/2020
1185,670,5,247,9,Queens,141,3/20/2020
1065,524,3,208,6,Queens,113,3/19/2020
835,384,3,152,9,Queens,88,3/18/2020
651,270,1,128,3,Queens,70,3/17/2020
528,180,1,114,4,Queens,55,3/16/2020
231,106,0,67,1,Queens,40,3/15/2020
194,74,0,72,1,Queens,31,3/14/2020
166,47,0,49,0,Queens,21,3/13/2020
80,23,0,35,0,Queens,14,3/12/2020
40,12,0,23,1,Queens,10,3/11/2020
24,7,0,23,0,Queens,6,3/10/2020
10,3,0,8,0,Queens,3,3/9/2020
6,2,0,4,0,Queens,2,3/8/2020
3,1,0,4,0,Queens,2,3/7/2020
1,1,0,2,0,Queens,1,3/6/2020
0,0,0,4,0,Queens,0,3/5/2020
2,0,0,0,0,Queens,0,3/4/2020
1,0,0,2,0,Queens,0,3/3/2020
0,0,0,0,0,Queens,0,3/2/2020
0,0,0,0,0,Queens,0,3/1/2020
0,0,0,0,0,Queens,0,2/29/2020
189,178,1,0,0,Staten Island,5,6/28/2022
254,184,1,7,1,Staten Island,6,6/27/2022
133,170,1,5,0,Staten Island,7,6/26/2022
132,166,1,4,0,Staten Island,7,6/25/2022
172,164,1,4,2,Staten Island,7,6/24/2022
174,159,1,9,1,Staten Island,7,6/23/2022
195,159,0,9,1,Staten Island,7,6/22/2022
228,156,0,6,1,Staten Island,7,6/21/2022
159,152,0,9,0,Staten Island,8,6/20/2022
101,158,0,7,1,Staten Island,8,6/19/2022
116,163,0,5,0,Staten Island,7,6/18/2022
140,161,0,6,0,Staten Island,7,6/17/2022
172,163,0,8,0,Staten Island,7,6/16/2022
175,162,1,8,0,Staten Island,7,6/15/2022
199,165,1,11,0,Staten Island,7,6/14/2022
202,161,1,11,1,Staten Island,6,6/13/2022
136,163,1,2,1,Staten Island,6,6/12/2022
102,160,1,5,1,Staten Island,7,6/11/2022
156,165,1,6,0,Staten Island,7,6/10/2022
161,167,1,4,1,Staten Island,8,6/9/2022
197,173,1,8,2,Staten Island,8,6/8/2022
175,178,1,7,1,Staten Island,8,6/7/2022
214,195,1,9,3,Staten Island,9,6/6/2022
115,179,0,8,0,Staten Island,9,6/5/2022
139,179,1,10,2,Staten Island,9,6/4/2022
168,184,1,7,1,Staten Island,9,6/3/2022
205,186,1,9,0,Staten Island,9,6/2/2022
228,190,1,9,0,Staten Island,10,6/1/2022
295,195,1,9,0,Staten Island,10,5/31/2022
102,192,1,10,0,Staten Island,10,5/30/2022
118,229,2,8,5,Staten Island,9,5/29/2022
173,239,1,12,0,Staten Island,9,5/28/2022
178,242,1,7,1,Staten Island,9,5/27/2022
234,251,1,15,0,Staten Island,9,5/26/2022
263,257,1,8,2,Staten Island,9,5/25/2022
274,269,1,8,2,Staten Island,9,5/24/2022
360,278,1,7,1,Staten Island,9,5/23/2022
188,272,0,6,1,Staten Island,10,5/22/2022
195,273,0,15,0,Staten Island,11,5/21/2022
244,275,1,6,0,Staten Island,9,5/20/2022
278,279,1,11,0,Staten Island,10,5/19/2022
344,283,1,7,0,Staten Island,10,5/18/2022
337,276,1,13,2,Staten Island,9,5/17/2022
318,267,0,14,0,Staten Island,9,5/16/2022
195,265,1,9,0,Staten Island,8,5/15/2022
212,265,1,4,2,Staten Island,8,5/14/2022
266,257,0,10,0,Staten Island,8,5/13/2022
312,253,0,10,0,Staten Island,8,5/12/2022
294,242,0,5,1,Staten Island,9,5/11/2022
272,237,0,8,0,Staten Island,9,5/10/2022
304,232,0,9,1,Staten Island,9,5/9/2022
192,219,0,7,0,Staten Island,8,5/8/2022
160,207,0,10,0,Staten Island,8,5/7/2022
239,200,1,10,0,Staten Island,7,5/6/2022
231,187,1,11,0,Staten Island,6,5/5/2022
264,177,1,9,1,Staten Island,5,5/4/2022
235,159,0,6,0,Staten Island,5,5/3/2022
210,154,1,4,1,Staten Island,4,5/2/2022
111,148,0,3,0,Staten Island,5,5/1/2022
111,153,1,5,2,Staten Island,5,4/30/2022
148,150,0,6,0,Staten Island,5,4/29/2022
159,151,0,3,0,Staten Island,5,4/28/2022
141,151,0,5,0,Staten Island,6,4/27/2022
196,148,0,5,1,Staten Island,6,4/26/2022
168,137,0,9,0,Staten Island,6,4/25/2022
151,136,0,2,1,Staten Island,5,4/24/2022
90,124,0,3,0,Staten Island,5,4/23/2022
151,123,0,9,0,Staten Island,5,4/22/2022
157,119,0,12,0,Staten Island,4,4/21/2022
125,114,0,2,0,Staten Island,3,4/20/2022
114,124,1,3,1,Staten Island,4,4/19/2022
167,125,0,4,1,Staten Island,4,4/18/2022
61,125,0,3,0,Staten Island,4,4/17/2022
87,128,0,1,1,Staten Island,4,4/16/2022
123,125,0,4,0,Staten Island,4,4/15/2022
122,126,1,5,0,Staten Island,4,4/14/2022
191,126,1,6,1,Staten Island,3,4/13/2022
121,111,0,2,0,Staten Island,3,4/12/2022
167,110,1,6,0,Staten Island,3,4/11/2022
88,99,1,2,1,Staten Island,2,4/10/2022
65,96,1,1,1,Staten Island,2,4/9/2022
127,92,1,4,1,Staten Island,2,4/8/2022
121,83,0,1,0,Staten Island,3,4/7/2022
88,80,0,2,0,Staten Island,3,4/6/2022
111,79,1,4,1,Staten Island,3,4/5/2022
96,76,0,2,0,Staten Island,3,4/4/2022
63,73,0,3,1,Staten Island,3,4/3/2022
35,70,0,1,1,Staten Island,3,4/2/2022
66,72,0,5,0,Staten Island,3,4/1/2022
99,69,0,6,0,Staten Island,2,3/31/2022
82,63,0,0,1,Staten Island,2,3/30/2022
89,60,0,2,0,Staten Island,2,3/29/2022
77,55,1,2,0,Staten Island,2,3/28/2022
39,51,1,3,0,Staten Island,2,3/27/2022
55,49,1,2,0,Staten Island,2,3/26/2022
45,45,1,0,0,Staten Island,2,3/25/2022
53,43,1,3,0,Staten Island,2,3/24/2022
63,39,1,0,3,Staten Island,3,3/23/2022
55,34,1,4,1,Staten Island,3,3/22/2022
45,31,1,3,0,Staten Island,3,3/21/2022
29,29,1,1,1,Staten Island,3,3/20/2022
26,29,1,3,1,Staten Island,3,3/19/2022
28,27,1,2,1,Staten Island,3,3/18/2022
29,28,1,5,1,Staten Island,3,3/17/2022
24,28,1,3,1,Staten Island,2,3/16/2022
33,28,1,3,0,Staten Island,2,3/15/2022
36,28,1,2,3,Staten Island,2,3/14/2022
27,28,1,2,2,Staten Island,2,3/13/2022
14,27,0,1,0,Staten Island,2,3/12/2022
30,29,1,2,0,Staten Island,3,3/11/2022
30,28,1,0,0,Staten Island,3,3/10/2022
25,27,1,4,0,Staten Island,3,3/9/2022
36,30,1,3,0,Staten Island,3,3/8/2022
37,29,1,4,2,Staten Island,3,3/7/2022
16,31,1,2,0,Staten Island,3,3/6/2022
29,32,1,4,2,Staten Island,3,3/5/2022
21,31,1,1,0,Staten Island,3,3/4/2022
23,33,1,4,1,Staten Island,4,3/3/2022
46,36,1,5,1,Staten Island,4,3/2/2022
33,34,1,4,3,Staten Island,4,3/1/2022
49,37,1,2,0,Staten Island,4,2/28/2022
24,36,1,4,1,Staten Island,4,2/27/2022
21,37,1,2,0,Staten Island,4,2/26/2022
38,38,1,7,2,Staten Island,4,2/25/2022
40,41,1,3,2,Staten Island,4,2/24/2022
36,42,1,3,1,Staten Island,4,2/23/2022
54,45,1,9,0,Staten Island,4,2/22/2022
36,48,2,1,2,Staten Island,4,2/21/2022
31,53,2,3,1,Staten Island,4,2/20/2022
34,53,2,2,1,Staten Island,5,2/19/2022
56,57,3,6,3,Staten Island,5,2/18/2022
45,58,3,4,1,Staten Island,6,2/17/2022
60,62,4,3,2,Staten Island,6,2/16/2022
74,65,4,8,1,Staten Island,6,2/15/2022
69,69,4,3,4,Staten Island,6,2/14/2022
35,75,4,6,3,Staten Island,6,2/13/2022
59,81,5,8,5,Staten Island,7,2/12/2022
67,83,4,10,5,Staten Island,6,2/11/2022
72,90,4,3,6,Staten Island,7,2/10/2022
80,97,5,7,4,Staten Island,8,2/9/2022
101,108,5,5,2,Staten Island,9,2/8/2022
111,115,5,4,4,Staten Island,10,2/7/2022
78,131,6,9,7,Staten Island,11,2/6/2022
70,136,5,7,3,Staten Island,12,2/5/2022
117,130,5,14,4,Staten Island,13,2/4/2022
121,142,7,11,8,Staten Island,13,2/3/2022
159,161,7,11,8,Staten Island,16,2/2/2022
148,174,6,11,2,Staten Island,17,2/1/2022
221,200,6,16,7,Staten Island,19,1/31/2022
116,229,7,17,5,Staten Island,19,1/30/2022
29,245,7,9,4,Staten Island,19,1/29/2022
197,280,8,16,14,Staten Island,20,1/28/2022
259,307,6,30,8,Staten Island,20,1/27/2022
250,334,6,20,5,Staten Island,19,1/26/2022
328,379,7,25,2,Staten Island,21,1/25/2022
425,433,7,15,14,Staten Island,21,1/24/2022
227,469,6,17,2,Staten Island,26,1/23/2022
273,501,7,19,8,Staten Island,28,1/22/2022
389,539,6,15,6,Staten Island,31,1/21/2022
449,598,6,23,6,Staten Island,33,1/20/2022
560,673,6,34,8,Staten Island,36,1/19/2022
707,753,5,22,7,Staten Island,38,1/18/2022
679,835,5,49,8,Staten Island,41,1/17/2022
452,968,5,33,3,Staten Island,42,1/16/2022
535,1064,5,42,3,Staten Island,43,1/15/2022
805,1146,6,31,5,Staten Island,44,1/14/2022
973,1219,5,42,6,Staten Island,45,1/13/2022
1119,1379,5,45,4,Staten Island,46,1/12/2022
1284,1580,5,44,5,Staten Island,48,1/11/2022
1610,1818,6,55,8,Staten Island,49,1/10/2022
1121,2076,5,43,6,Staten Island,45,1/9/2022
1107,2268,4,46,6,Staten Island,47,1/8/2022
1319,2235,4,40,2,Staten Island,48,1/7/2022
2094,2289,4,47,4,Staten Island,48,1/6/2022
2528,2433,3,58,7,Staten Island,50,1/5/2022
2948,2583,2,51,6,Staten Island,49,1/4/2022
3414,2634,2,29,2,Staten Island,48,1/3/2022
2468,2677,1,60,3,Staten Island,49,1/2/2022
875,2591,1,52,1,Staten Island,45,1/1/2022
1694,2531,2,42,2,Staten Island,41,12/31/2021
3101,2432,2,56,0,Staten Island,37,12/30/2021
3582,2268,3,53,2,Staten Island,34,12/29/2021
3304,2037,2,41,1,Staten Island,30,12/28/2021
3713,1825,3,36,1,Staten Island,26,12/27/2021
1866,1503,2,34,3,Staten Island,25,12/26/2021
457,1336,2,22,5,Staten Island,23,12/25/2021
1001,1358,2,19,2,Staten Island,23,12/24/2021
1952,1317,1,30,4,Staten Island,23,12/23/2021
1965,1125,1,25,1,Staten Island,21,12/22/2021
1824,931,1,19,2,Staten Island,19,12/21/2021
1459,742,1,26,0,Staten Island,18,12/20/2021
695,596,2,18,1,Staten Island,16,12/19/2021
613,527,2,21,1,Staten Island,15,12/18/2021
711,467,1,19,1,Staten Island,13,12/17/2021
610,402,1,16,2,Staten Island,13,12/16/2021
607,353,1,14,1,Staten Island,11,12/15/2021
498,304,1,10,3,Staten Island,10,12/14/2021
440,271,1,11,2,Staten Island,10,12/13/2021
213,244,1,11,1,Staten Island,9,12/12/2021
193,237,0,11,0,Staten Island,9,12/11/2021
253,234,0,15,0,Staten Island,8,12/10/2021
268,226,1,8,0,Staten Island,7,12/9/2021
263,218,1,5,0,Staten Island,7,12/8/2021
268,212,1,9,3,Staten Island,7,12/7/2021
253,200,1,6,0,Staten Island,6,12/6/2021
162,197,1,10,0,Staten Island,7,12/5/2021
169,193,1,4,0,Staten Island,6,12/4/2021
200,183,1,8,2,Staten Island,6,12/3/2021
214,171,1,7,1,Staten Island,6,12/2/2021
220,149,1,4,2,Staten Island,6,12/1/2021
179,139,1,6,1,Staten Island,6,11/30/2021
238,130,1,8,0,Staten Island,7,11/29/2021
128,117,1,5,0,Staten Island,7,11/28/2021
105,111,1,5,2,Staten Island,6,11/27/2021
114,108,1,10,1,Staten Island,6,11/26/2021
56,109,1,3,2,Staten Island,5,11/25/2021
155,114,0,8,1,Staten Island,5,11/24/2021
111,106,0,11,0,Staten Island,5,11/23/2021
148,105,1,5,1,Staten Island,4,11/22/2021
91,101,0,3,0,Staten Island,4,11/21/2021
80,98,1,3,0,Staten Island,4,11/20/2021
119,94,1,4,0,Staten Island,5,11/19/2021
95,90,1,4,0,Staten Island,4,11/18/2021
99,83,1,4,1,Staten Island,4,11/17/2021
100,78,1,6,2,Staten Island,4,11/16/2021
126,77,1,4,0,Staten Island,4,11/15/2021
70,72,1,5,1,Staten Island,4,11/14/2021
50,70,1,6,1,Staten Island,4,11/13/2021
89,68,2,0,3,Staten Island,3,11/12/2021
46,63,1,3,0,Staten Island,4,11/11/2021
67,64,2,2,1,Staten Island,4,11/10/2021
90,64,1,5,2,Staten Island,4,11/9/2021
