HOSPITALIZED COUNT,DEATH COUNT,CASE COUNT,HOSPITALIZED COUNT_7 DA,DEATH COUNT_7 DA,CASE COUNT_7 DA,BOROUGH,date_of_interest
16,4,238,14,1,342,Manhattan,12/5/2021
14,2,187,13,1,335,Manhattan,12/4/2021
17,1,318,13,1,331,Manhattan,12/3/2021
14,1,397,12,1,314,Manhattan,12/2/2021
18,0,399,10,0,272,Manhattan,12/1/2021
11,0,394,9,1,252,Manhattan,11/30/2021
10,1,461,8,1,236,Manhattan,11/29/2021
5,0,192,8,0,213,Manhattan,11/28/2021
13,1,157,8,0,206,Manhattan,11/27/2021
10,1,198,7,0,204,Manhattan,11/26/2021
4,0,104,6,0,214,Manhattan,11/25/2021
12,1,255,6,0,242,Manhattan,11/24/2021
4,0,285,6,1,246,Manhattan,11/23/2021
6,0,297,6,1,246,Manhattan,11/22/2021
8,0,149,7,1,240,Manhattan,11/21/2021
6,1,143,6,1,239,Manhattan,11/20/2021
5,1,268,6,1,233,Manhattan,11/19/2021
2,0,296,6,1,223,Manhattan,11/18/2021
10,2,282,6,1,205,Manhattan,11/17/2021
7,1,285,6,1,199,Manhattan,11/16/2021
11,2,254,5,1,193,Manhattan,11/15/2021
4,1,142,4,1,189,Manhattan,11/14/2021
4,0,105,4,1,184,Manhattan,11/13/2021
6,1,200,4,1,180,Manhattan,11/12/2021
3,0,167,3,0,172,Manhattan,11/11/2021
4,1,237,4,0,178,Manhattan,11/10/2021
5,0,244,4,0,170,Manhattan,11/9/2021
2,1,230,4,0,160,Manhattan,11/8/2021
2,1,105,4,0,147,Manhattan,11/7/2021
4,0,74,5,0,141,Manhattan,11/6/2021
4,0,148,4,1,139,Manhattan,11/5/2021
4,0,209,4,1,135,Manhattan,11/4/2021
5,1,181,5,1,123,Manhattan,11/3/2021
4,0,173,6,1,118,Manhattan,11/2/2021
4,1,141,6,1,108,Manhattan,11/1/2021
7,1,59,6,1,111,Manhattan,10/31/2021
1,3,61,6,1,112,Manhattan,10/30/2021
6,1,123,6,1,117,Manhattan,10/29/2021
10,1,122,6,1,118,Manhattan,10/28/2021
8,1,146,5,1,119,Manhattan,10/27/2021
4,1,101,5,0,121,Manhattan,10/26/2021
4,0,168,6,1,126,Manhattan,10/25/2021
7,0,66,5,1,122,Manhattan,10/24/2021
5,0,93,5,1,124,Manhattan,10/23/2021
4,1,131,5,1,118,Manhattan,10/22/2021
3,1,130,7,1,123,Manhattan,10/21/2021
9,0,156,7,1,129,Manhattan,10/20/2021
8,2,135,8,1,139,Manhattan,10/19/2021
2,0,141,8,0,149,Manhattan,10/18/2021
7,1,81,9,0,153,Manhattan,10/17/2021
5,0,55,9,1,155,Manhattan,10/16/2021
13,0,162,10,1,161,Manhattan,10/15/2021
8,1,174,10,1,162,Manhattan,10/14/2021
14,0,228,10,1,163,Manhattan,10/13/2021
9,0,201,9,2,161,Manhattan,10/12/2021
10,0,173,10,2,164,Manhattan,10/11/2021
7,3,94,10,2,171,Manhattan,10/10/2021
10,1,95,11,2,171,Manhattan,10/9/2021
11,2,167,10,2,175,Manhattan,10/8/2021
8,3,181,10,1,182,Manhattan,10/7/2021
11,2,217,10,1,184,Manhattan,10/6/2021
14,0,224,9,1,183,Manhattan,10/5/2021
10,1,219,9,1,182,Manhattan,10/4/2021
10,3,95,8,1,187,Manhattan,10/3/2021
6,0,122,8,1,193,Manhattan,10/2/2021
9,1,213,8,1,194,Manhattan,10/1/2021
7,0,200,8,1,198,Manhattan,9/30/2021
8,1,211,9,1,201,Manhattan,9/29/2021
10,2,211,10,1,211,Manhattan,9/28/2021
7,3,254,10,1,221,Manhattan,9/27/2021
7,0,139,12,1,227,Manhattan,9/26/2021
5,1,131,13,1,230,Manhattan,9/25/2021
13,0,238,14,1,231,Manhattan,9/24/2021
11,1,222,15,1,243,Manhattan,9/23/2021
14,0,280,15,1,252,Manhattan,9/22/2021
14,2,283,14,1,258,Manhattan,9/21/2021
19,2,295,15,1,261,Manhattan,9/20/2021
13,1,161,16,1,272,Manhattan,9/19/2021
17,1,138,16,1,281,Manhattan,9/18/2021
19,1,322,15,1,285,Manhattan,9/17/2021
11,2,284,14,1,282,Manhattan,9/16/2021
7,0,320,14,1,287,Manhattan,9/15/2021
20,1,310,16,2,294,Manhattan,9/14/2021
24,1,370,17,2,293,Manhattan,9/13/2021
14,3,222,15,1,266,Manhattan,9/12/2021
12,0,169,15,1,257,Manhattan,9/11/2021
11,1,302,15,2,255,Manhattan,9/10/2021
12,3,313,15,2,247,Manhattan,9/9/2021
21,3,370,14,2,240,Manhattan,9/8/2021
26,0,307,14,1,237,Manhattan,9/7/2021
11,0,181,14,2,237,Manhattan,9/6/2021
10,3,157,14,2,264,Manhattan,9/5/2021
13,1,154,15,1,265,Manhattan,9/4/2021
11,1,248,15,1,264,Manhattan,9/3/2021
6,3,264,15,2,267,Manhattan,9/2/2021
23,2,347,16,1,276,Manhattan,9/1/2021
25,2,305,15,1,279,Manhattan,8/31/2021
13,1,374,14,1,285,Manhattan,8/30/2021
11,0,161,15,1,284,Manhattan,8/29/2021
14,1,152,15,1,275,Manhattan,8/28/2021
14,2,266,16,1,280,Manhattan,8/27/2021
11,2,325,17,1,284,Manhattan,8/26/2021
19,1,371,17,1,284,Manhattan,8/25/2021
15,1,349,17,0,283,Manhattan,8/24/2021
19,0,367,17,0,276,Manhattan,8/23/2021
16,0,98,16,1,274,Manhattan,8/22/2021
19,1,183,17,1,288,Manhattan,8/21/2021
18,0,296,16,1,291,Manhattan,8/20/2021
13,1,325,16,1,291,Manhattan,8/19/2021
16,0,362,17,1,291,Manhattan,8/18/2021
17,1,301,17,2,290,Manhattan,8/17/2021
15,1,352,16,2,291,Manhattan,8/16/2021
24,1,198,17,2,284,Manhattan,8/15/2021
12,1,206,15,2,279,Manhattan,8/14/2021
16,1,294,15,2,275,Manhattan,8/13/2021
20,3,324,16,2,274,Manhattan,8/12/2021
12,3,354,15,2,274,Manhattan,8/11/2021
16,1,306,15,1,270,Manhattan,8/10/2021
16,3,308,14,1,276,Manhattan,8/9/2021
16,0,162,13,1,275,Manhattan,8/8/2021
12,2,179,12,1,273,Manhattan,8/7/2021
17,4,285,11,1,270,Manhattan,8/6/2021
19,0,322,10,1,265,Manhattan,8/5/2021
9,0,329,9,1,252,Manhattan,8/4/2021
10,1,345,10,2,245,Manhattan,8/3/2021
9,1,303,10,2,232,Manhattan,8/2/2021
5,2,151,10,1,226,Manhattan,8/1/2021
7,1,152,10,1,221,Manhattan,7/31/2021
11,2,251,10,1,215,Manhattan,7/30/2021
14,2,234,10,1,208,Manhattan,7/29/2021
14,2,276,8,1,207,Manhattan,7/28/2021
7,1,254,7,1,196,Manhattan,7/27/2021
12,0,261,7,1,183,Manhattan,7/26/2021
7,1,119,7,1,170,Manhattan,7/25/2021
7,0,111,6,1,165,Manhattan,7/24/2021
6,2,200,6,1,158,Manhattan,7/23/2021
6,1,227,6,1,147,Manhattan,7/22/2021
6,1,198,6,1,133,Manhattan,7/21/2021
8,0,162,6,0,125,Manhattan,7/20/2021
8,0,176,5,0,116,Manhattan,7/19/2021
4,0,83,4,0,104,Manhattan,7/18/2021
5,1,60,4,0,99,Manhattan,7/17/2021
3,2,121,4,0,98,Manhattan,7/16/2021
6,0,128,4,0,92,Manhattan,7/15/2021
7,0,144,4,0,86,Manhattan,7/14/2021
3,0,103,3,0,75,Manhattan,7/13/2021
2,0,86,3,0,72,Manhattan,7/12/2021
2,0,53,4,0,64,Manhattan,7/11/2021
3,0,49,4,0,60,Manhattan,7/10/2021
8,0,84,4,0,57,Manhattan,7/9/2021
3,1,80,4,0,54,Manhattan,7/8/2021
3,0,73,4,0,47,Manhattan,7/7/2021
3,0,77,4,0,42,Manhattan,7/6/2021
3,0,32,4,0,37,Manhattan,7/5/2021
5,0,25,5,1,39,Manhattan,7/4/2021
5,1,29,4,1,38,Manhattan,7/3/2021
5,1,61,4,1,36,Manhattan,7/2/2021
3,0,29,4,1,32,Manhattan,7/1/2021
4,1,43,3,1,32,Manhattan,6/30/2021
6,0,43,3,0,31,Manhattan,6/29/2021
5,1,45,3,1,30,Manhattan,6/28/2021
3,0,19,3,0,27,Manhattan,6/27/2021
2,1,15,2,0,26,Manhattan,6/26/2021
2,1,28,2,0,27,Manhattan,6/25/2021
1,0,30,3,0,25,Manhattan,6/24/2021
3,0,39,3,1,25,Manhattan,6/23/2021
3,1,33,3,1,24,Manhattan,6/22/2021
4,0,25,3,1,24,Manhattan,6/21/2021
2,0,14,2,1,25,Manhattan,6/20/2021
1,1,22,2,1,25,Manhattan,6/19/2021
4,1,15,3,1,24,Manhattan,6/18/2021
2,2,26,3,1,28,Manhattan,6/17/2021
5,3,31,3,1,28,Manhattan,6/16/2021
1,1,36,2,1,29,Manhattan,6/15/2021
2,0,29,3,1,28,Manhattan,6/14/2021
2,2,19,3,1,29,Manhattan,6/13/2021
3,1,14,3,1,29,Manhattan,6/12/2021
5,1,38,3,1,29,Manhattan,6/11/2021
3,1,30,3,1,29,Manhattan,6/10/2021
1,0,40,3,1,28,Manhattan,6/9/2021
7,1,27,3,1,27,Manhattan,6/8/2021
1,1,32,3,1,31,Manhattan,6/7/2021
2,1,23,3,1,29,Manhattan,6/6/2021
3,0,16,4,1,28,Manhattan,6/5/2021
4,1,34,4,1,29,Manhattan,6/4/2021
3,2,24,4,1,27,Manhattan,6/3/2021
4,1,33,5,1,29,Manhattan,6/2/2021
4,2,52,5,1,30,Manhattan,6/1/2021
3,3,20,5,1,28,Manhattan,5/31/2021
5,0,16,5,1,33,Manhattan,5/30/2021
4,0,23,5,1,33,Manhattan,5/29/2021
5,2,23,5,1,34,Manhattan,5/28/2021
10,2,39,6,1,37,Manhattan,5/27/2021
3,1,40,5,1,39,Manhattan,5/26/2021
5,0,37,6,1,39,Manhattan,5/25/2021
4,1,51,6,2,42,Manhattan,5/24/2021
6,0,17,7,2,45,Manhattan,5/23/2021
4,2,28,7,2,47,Manhattan,5/22/2021
9,2,48,7,2,48,Manhattan,5/21/2021
7,3,51,7,2,49,Manhattan,5/20/2021
8,1,41,7,2,53,Manhattan,5/19/2021
7,3,60,7,2,57,Manhattan,5/18/2021
10,0,72,8,3,58,Manhattan,5/17/2021
4,2,31,7,3,61,Manhattan,5/16/2021
2,1,33,8,3,63,Manhattan,5/15/2021
10,3,58,9,4,64,Manhattan,5/14/2021
8,4,75,9,4,67,Manhattan,5/13/2021
11,2,68,11,4,71,Manhattan,5/12/2021
8,7,70,10,4,77,Manhattan,5/11/2021
9,3,89,11,4,82,Manhattan,5/10/2021
9,3,48,11,4,87,Manhattan,5/9/2021
11,4,41,11,4,87,Manhattan,5/8/2021
10,4,80,11,4,90,Manhattan,5/7/2021
16,6,100,11,4,94,Manhattan,5/6/2021
9,4,110,12,4,101,Manhattan,5/5/2021
11,1,103,13,4,105,Manhattan,5/4/2021
11,4,127,13,4,110,Manhattan,5/3/2021
8,4,50,13,4,116,Manhattan,5/2/2021
13,5,63,15,4,120,Manhattan,5/1/2021
11,5,106,14,4,123,Manhattan,4/30/2021
18,3,151,16,4,127,Manhattan,4/29/2021
19,4,132,15,4,126,Manhattan,4/28/2021
8,5,144,14,4,133,Manhattan,4/27/2021
16,2,167,15,4,144,Manhattan,4/26/2021
17,2,75,16,4,153,Manhattan,4/25/2021
12,6,87,15,5,160,Manhattan,4/24/2021
19,6,131,16,5,166,Manhattan,4/23/2021
13,4,143,16,4,180,Manhattan,4/22/2021
11,4,181,18,5,200,Manhattan,4/21/2021
19,2,222,20,5,220,Manhattan,4/20/2021
20,5,231,22,5,237,Manhattan,4/19/2021
12,7,128,24,5,251,Manhattan,4/18/2021
16,5,129,24,5,254,Manhattan,4/17/2021
21,2,227,26,6,264,Manhattan,4/16/2021
28,8,281,27,7,277,Manhattan,4/15/2021
26,6,320,27,6,283,Manhattan,4/14/2021
30,5,344,26,7,296,Manhattan,4/13/2021
33,5,331,26,6,313,Manhattan,4/12/2021
17,7,148,25,7,333,Manhattan,4/11/2021
25,7,196,26,7,337,Manhattan,4/10/2021
28,8,322,26,6,343,Manhattan,4/9/2021
27,7,322,27,6,351,Manhattan,4/8/2021
22,7,412,29,6,369,Manhattan,4/7/2021
27,4,463,29,6,384,Manhattan,4/6/2021
30,7,467,30,6,385,Manhattan,4/5/2021
22,6,180,31,6,388,Manhattan,4/4/2021
28,6,233,31,6,394,Manhattan,4/3/2021
35,6,380,32,6,399,Manhattan,4/2/2021
36,6,446,32,6,416,Manhattan,4/1/2021
26,8,517,31,7,436,Manhattan,3/31/2021
35,2,472,31,6,437,Manhattan,3/30/2021
37,6,485,30,7,436,Manhattan,3/29/2021
19,7,224,32,7,450,Manhattan,3/28/2021
34,9,270,34,8,451,Manhattan,3/27/2021
37,5,495,33,8,451,Manhattan,3/26/2021
30,10,587,33,8,442,Manhattan,3/25/2021
23,4,526,33,8,422,Manhattan,3/24/2021
33,10,467,36,10,419,Manhattan,3/23/2021
48,6,578,37,9,423,Manhattan,3/22/2021
30,9,233,36,10,404,Manhattan,3/21/2021
31,9,268,36,9,403,Manhattan,3/20/2021
35,9,434,36,9,405,Manhattan,3/19/2021
33,12,446,36,10,413,Manhattan,3/18/2021
45,13,507,38,9,415,Manhattan,3/17/2021
40,8,492,37,8,417,Manhattan,3/16/2021
36,12,450,38,8,422,Manhattan,3/15/2021
30,3,224,40,8,428,Manhattan,3/14/2021
34,7,285,41,9,430,Manhattan,3/13/2021
36,13,486,42,10,426,Manhattan,3/12/2021
45,5,464,41,9,414,Manhattan,3/11/2021
38,7,517,42,10,419,Manhattan,3/10/2021
47,11,527,44,11,420,Manhattan,3/9/2021
52,11,490,44,11,415,Manhattan,3/8/2021
37,9,238,44,10,421,Manhattan,3/7/2021
37,12,260,43,10,423,Manhattan,3/6/2021
34,11,404,42,10,421,Manhattan,3/5/2021
51,10,495,45,11,438,Manhattan,3/4/2021
50,16,523,44,11,440,Manhattan,3/3/2021
48,5,495,44,11,447,Manhattan,3/2/2021
49,8,531,44,12,452,Manhattan,3/1/2021
29,10,253,45,13,453,Manhattan,2/28/2021
33,8,248,45,12,462,Manhattan,2/27/2021
54,18,518,47,12,476,Manhattan,2/26/2021
45,12,514,45,11,468,Manhattan,2/25/2021
50,19,568,44,11,454,Manhattan,2/24/2021
47,12,532,43,9,450,Manhattan,2/23/2021
54,12,540,44,8,461,Manhattan,2/22/2021
34,5,317,43,8,436,Manhattan,2/21/2021
43,9,346,43,10,426,Manhattan,2/20/2021
42,11,462,43,10,416,Manhattan,2/19/2021
38,8,411,44,10,421,Manhattan,2/18/2021
42,5,542,46,11,440,Manhattan,2/17/2021
53,6,611,46,11,444,Manhattan,2/16/2021
49,13,366,47,12,431,Manhattan,2/15/2021
34,16,245,48,13,466,Manhattan,2/14/2021
42,13,276,49,13,460,Manhattan,2/13/2021
48,10,494,52,12,476,Manhattan,2/12/2021
51,13,549,55,12,482,Manhattan,2/11/2021
45,9,569,59,13,504,Manhattan,2/10/2021
57,12,518,62,13,541,Manhattan,2/9/2021
60,16,610,63,12,530,Manhattan,2/8/2021
39,15,203,60,11,469,Manhattan,2/7/2021
67,9,389,60,10,488,Manhattan,2/6/2021
69,12,538,57,10,483,Manhattan,2/5/2021
74,15,704,57,10,482,Manhattan,2/4/2021
71,13,823,54,10,480,Manhattan,2/3/2021
60,7,442,52,11,463,Manhattan,2/2/2021
41,5,185,51,12,498,Manhattan,2/1/2021
38,9,333,54,13,588,Manhattan,1/31/2021
47,9,356,56,13,595,Manhattan,1/30/2021
69,9,529,57,13,610,Manhattan,1/29/2021
52,16,691,55,13,635,Manhattan,1/28/2021
57,23,706,57,12,640,Manhattan,1/27/2021
53,12,687,56,10,643,Manhattan,1/26/2021
64,12,814,58,10,648,Manhattan,1/25/2021
50,9,381,56,10,617,Manhattan,1/24/2021
53,9,462,57,9,620,Manhattan,1/23/2021
58,9,706,57,9,617,Manhattan,1/22/2021
64,12,722,56,9,611,Manhattan,1/21/2021
51,9,727,56,8,615,Manhattan,1/20/2021
64,11,724,57,8,611,Manhattan,1/19/2021
55,8,599,55,8,603,Manhattan,1/18/2021
55,6,398,55,7,638,Manhattan,1/17/2021
54,5,443,54,7,634,Manhattan,1/16/2021
49,12,665,51,8,634,Manhattan,1/15/2021
63,7,750,49,8,651,Manhattan,1/14/2021
60,7,695,45,8,658,Manhattan,1/13/2021
50,9,671,43,8,667,Manhattan,1/12/2021
55,6,845,43,8,698,Manhattan,1/11/2021
48,3,366,44,8,708,Manhattan,1/10/2021
35,11,447,43,8,713,Manhattan,1/9/2021
34,10,780,45,7,723,Manhattan,1/8/2021
35,13,799,45,6,635,Manhattan,1/7/2021
44,2,758,46,5,577,Manhattan,1/6/2021
53,9,892,46,5,563,Manhattan,1/5/2021
62,6,917,46,5,523,Manhattan,1/4/2021
38,5,396,45,5,489,Manhattan,1/3/2021
48,5,518,44,5,478,Manhattan,1/2/2021
36,2,163,42,5,465,Manhattan,1/1/2021
41,3,396,45,6,463,Manhattan,12/31/2020
41,5,661,44,6,469,Manhattan,12/30/2020
57,8,613,44,7,449,Manhattan,12/29/2020
55,4,679,43,6,440,Manhattan,12/28/2020
32,9,314,44,7,428,Manhattan,12/27/2020
35,7,427,44,7,425,Manhattan,12/26/2020
51,6,153,43,7,412,Manhattan,12/25/2020
37,5,433,41,6,464,Manhattan,12/24/2020
44,7,524,40,6,450,Manhattan,12/23/2020
50,7,548,37,6,440,Manhattan,12/22/2020
58,10,598,36,5,441,Manhattan,12/21/2020
32,7,295,33,4,427,Manhattan,12/20/2020
32,4,330,33,4,427,Manhattan,12/19/2020
37,3,521,32,4,422,Manhattan,12/18/2020
30,6,336,32,4,418,Manhattan,12/17/2020
22,3,454,31,4,436,Manhattan,12/16/2020
41,4,551,35,4,442,Manhattan,12/15/2020
36,3,500,34,3,428,Manhattan,12/14/2020
32,7,296,33,3,421,Manhattan,12/13/2020
29,3,297,31,2,409,Manhattan,12/12/2020
32,2,494,31,2,397,Manhattan,12/11/2020
28,5,463,29,2,384,Manhattan,12/10/2020
46,2,496,28,3,382,Manhattan,12/9/2020
35,1,450,25,3,383,Manhattan,12/8/2020
28,2,449,23,3,397,Manhattan,12/7/2020
19,2,216,23,3,393,Manhattan,12/6/2020
27,2,210,23,2,404,Manhattan,12/5/2020
22,2,401,22,3,421,Manhattan,12/4/2020
19,7,453,23,3,418,Manhattan,12/3/2020
23,2,501,24,2,373,Manhattan,12/2/2020
21,2,546,22,2,356,Manhattan,12/1/2020
33,1,422,21,2,331,Manhattan,11/30/2020
19,1,294,19,2,330,Manhattan,11/29/2020
19,3,327,18,2,311,Manhattan,11/28/2020
25,2,385,17,2,292,Manhattan,11/27/2020
27,1,138,16,2,284,Manhattan,11/26/2020
12,2,383,14,2,314,Manhattan,11/25/2020
12,5,371,15,1,307,Manhattan,11/24/2020
16,1,412,15,1,295,Manhattan,11/23/2020
14,0,159,15,1,284,Manhattan,11/22/2020
14,3,196,14,1,280,Manhattan,11/21/2020
18,0,328,14,1,275,Manhattan,11/20/2020
15,1,347,13,1,266,Manhattan,11/19/2020
13,0,336,12,1,259,Manhattan,11/18/2020
13,0,288,13,2,252,Manhattan,11/17/2020
15,4,332,12,2,256,Manhattan,11/16/2020
13,1,134,11,1,247,Manhattan,11/15/2020
11,1,160,10,1,246,Manhattan,11/14/2020
9,1,263,10,1,245,Manhattan,11/13/2020
11,2,300,10,1,233,Manhattan,11/12/2020
17,3,290,11,1,220,Manhattan,11/11/2020
9,2,311,10,1,207,Manhattan,11/10/2020
8,0,268,10,1,185,Manhattan,11/9/2020
7,0,133,10,1,168,Manhattan,11/8/2020
6,2,148,11,1,158,Manhattan,11/7/2020
14,0,179,11,0,144,Manhattan,11/6/2020
14,0,212,9,1,133,Manhattan,11/5/2020
10,0,199,9,1,120,Manhattan,11/4/2020
13,2,158,8,1,111,Manhattan,11/3/2020
8,1,144,7,1,106,Manhattan,11/2/2020
10,0,66,6,1,103,Manhattan,11/1/2020
5,0,52,5,1,100,Manhattan,10/31/2020
6,2,102,5,1,101,Manhattan,10/30/2020
9,1,117,5,1,98,Manhattan,10/29/2020
4,0,135,6,1,100,Manhattan,10/28/2020
4,1,129,6,1,98,Manhattan,10/27/2020
7,1,118,6,1,94,Manhattan,10/26/2020
3,2,48,7,1,92,Manhattan,10/25/2020
5,0,58,7,0,91,Manhattan,10/24/2020
6,1,78,7,0,91,Manhattan,10/23/2020
10,0,137,7,0,93,Manhattan,10/22/2020
4,1,118,6,1,86,Manhattan,10/21/2020
9,0,104,6,1,82,Manhattan,10/20/2020
11,0,101,5,1,81,Manhattan,10/19/2020
4,0,39,5,1,79,Manhattan,10/18/2020
4,0,61,5,1,77,Manhattan,10/17/2020
5,2,91,5,1,75,Manhattan,10/16/2020
5,2,90,5,1,73,Manhattan,10/15/2020
6,0,86,5,1,71,Manhattan,10/14/2020
2,0,100,5,1,70,Manhattan,10/13/2020
7,4,85,6,1,67,Manhattan,10/12/2020
5,2,29,5,0,67,Manhattan,10/11/2020
5,0,46,5,0,67,Manhattan,10/10/2020
4,0,74,5,0,68,Manhattan,10/9/2020
7,0,80,5,0,69,Manhattan,10/8/2020
5,1,75,5,0,75,Manhattan,10/7/2020
8,0,79,5,0,77,Manhattan,10/6/2020
2,0,84,5,0,79,Manhattan,10/5/2020
4,0,29,5,0,76,Manhattan,10/4/2020
4,0,57,5,0,77,Manhattan,10/3/2020
4,0,78,5,0,73,Manhattan,10/2/2020
5,0,120,5,0,72,Manhattan,10/1/2020
8,1,93,5,1,67,Manhattan,9/30/2020
9,0,95,4,1,68,Manhattan,9/29/2020
3,0,58,3,1,67,Manhattan,9/28/2020
2,0,35,3,1,69,Manhattan,9/27/2020
3,0,35,3,1,71,Manhattan,9/26/2020
6,1,69,3,1,73,Manhattan,9/25/2020
6,2,82,3,1,70,Manhattan,9/24/2020
2,1,100,3,1,70,Manhattan,9/23/2020
2,0,88,3,1,68,Manhattan,9/22/2020
0,1,76,3,1,65,Manhattan,9/21/2020
3,1,47,4,0,65,Manhattan,9/20/2020
4,1,48,4,0,65,Manhattan,9/19/2020
5,0,46,4,0,63,Manhattan,9/18/2020
4,0,88,4,0,64,Manhattan,9/17/2020
4,1,84,4,0,60,Manhattan,9/16/2020
4,0,64,4,0,58,Manhattan,9/15/2020
6,0,78,3,0,57,Manhattan,9/14/2020
1,0,45,3,0,52,Manhattan,9/13/2020
1,0,36,3,0,49,Manhattan,9/12/2020
6,0,54,3,0,47,Manhattan,9/11/2020
4,0,57,3,0,44,Manhattan,9/10/2020
3,0,71,2,0,40,Manhattan,9/9/2020
3,0,58,2,0,37,Manhattan,9/8/2020
2,0,40,2,0,37,Manhattan,9/7/2020
3,1,27,2,0,38,Manhattan,9/6/2020
2,0,22,2,0,40,Manhattan,9/5/2020
2,1,30,2,0,40,Manhattan,9/4/2020
1,0,35,2,0,43,Manhattan,9/3/2020
1,1,48,2,0,45,Manhattan,9/2/2020
1,0,55,2,0,45,Manhattan,9/1/2020
6,0,52,3,0,45,Manhattan,8/31/2020
3,0,37,3,1,45,Manhattan,8/30/2020
2,0,23,3,1,42,Manhattan,8/29/2020
1,1,52,4,1,43,Manhattan,8/28/2020
2,0,48,4,1,43,Manhattan,8/27/2020
2,2,50,5,1,40,Manhattan,8/26/2020
7,0,54,5,0,41,Manhattan,8/25/2020
6,1,49,5,0,42,Manhattan,8/24/2020
2,1,16,4,0,43,Manhattan,8/23/2020
7,1,30,4,0,44,Manhattan,8/22/2020
4,0,51,4,0,43,Manhattan,8/21/2020
4,0,33,4,0,42,Manhattan,8/20/2020
8,0,51,4,0,44,Manhattan,8/19/2020
2,0,61,4,0,43,Manhattan,8/18/2020
4,1,57,4,1,40,Manhattan,8/17/2020
0,0,22,4,1,39,Manhattan,8/16/2020
3,1,25,4,1,39,Manhattan,8/15/2020
5,0,44,4,1,38,Manhattan,8/14/2020
7,0,50,4,1,39,Manhattan,8/13/2020
6,0,43,3,1,40,Manhattan,8/12/2020
0,2,42,3,1,40,Manhattan,8/11/2020
6,1,49,3,1,40,Manhattan,8/10/2020
3,0,18,3,1,41,Manhattan,8/9/2020
0,3,23,3,1,42,Manhattan,8/8/2020
4,0,49,4,1,43,Manhattan,8/7/2020
4,1,53,5,1,43,Manhattan,8/6/2020
3,2,47,4,1,42,Manhattan,8/5/2020
2,1,38,5,0,43,Manhattan,8/4/2020
6,0,56,5,1,46,Manhattan,8/3/2020
3,0,26,5,1,48,Manhattan,8/2/2020
5,0,33,5,1,47,Manhattan,8/1/2020
9,0,51,5,1,47,Manhattan,7/31/2020
3,1,44,4,1,48,Manhattan,7/30/2020
6,1,54,5,1,51,Manhattan,7/29/2020
2,2,58,5,1,51,Manhattan,7/28/2020
5,1,71,5,0,53,Manhattan,7/27/2020
6,0,18,5,0,54,Manhattan,7/26/2020
3,1,34,4,1,56,Manhattan,7/25/2020
4,0,54,5,1,56,Manhattan,7/24/2020
10,0,65,6,1,64,Manhattan,7/23/2020
5,0,58,5,1,66,Manhattan,7/22/2020
2,0,69,5,2,68,Manhattan,7/21/2020
5,2,80,5,2,70,Manhattan,7/20/2020
2,3,33,6,2,69,Manhattan,7/19/2020
5,2,36,6,1,71,Manhattan,7/18/2020
11,2,104,6,1,72,Manhattan,7/17/2020
4,1,83,4,1,64,Manhattan,7/16/2020
3,1,70,5,1,64,Manhattan,7/15/2020
8,1,81,5,1,71,Manhattan,7/14/2020
7,3,79,5,1,72,Manhattan,7/13/2020
3,0,42,5,1,72,Manhattan,7/12/2020
5,2,47,6,1,71,Manhattan,7/11/2020
1,0,47,6,1,68,Manhattan,7/10/2020
6,0,84,7,1,69,Manhattan,7/9/2020
8,2,120,7,2,68,Manhattan,7/8/2020
8,2,88,7,2,63,Manhattan,7/7/2020
7,1,76,7,2,63,Manhattan,7/6/2020
6,2,32,7,2,64,Manhattan,7/5/2020
8,0,32,6,2,65,Manhattan,7/4/2020
7,0,48,6,2,66,Manhattan,7/3/2020
8,8,79,6,3,68,Manhattan,7/2/2020
7,1,83,5,2,63,Manhattan,7/1/2020
8,2,94,5,3,62,Manhattan,6/30/2020
4,1,80,5,3,59,Manhattan,6/29/2020
3,3,41,5,3,57,Manhattan,6/28/2020
6,2,37,6,3,55,Manhattan,6/27/2020
4,6,63,6,3,56,Manhattan,6/26/2020
5,2,46,5,3,55,Manhattan,6/25/2020
7,2,73,5,3,56,Manhattan,6/24/2020
5,4,76,5,3,55,Manhattan,6/23/2020
8,1,63,6,3,54,Manhattan,6/22/2020
7,3,25,5,3,53,Manhattan,6/21/2020
3,2,44,5,3,53,Manhattan,6/20/2020
2,4,56,5,3,50,Manhattan,6/19/2020
6,4,58,6,3,51,Manhattan,6/18/2020
7,3,65,6,3,50,Manhattan,6/17/2020
6,2,67,7,2,50,Manhattan,6/16/2020
5,3,55,8,3,50,Manhattan,6/15/2020
5,2,28,8,3,53,Manhattan,6/14/2020
5,3,23,9,3,52,Manhattan,6/13/2020
5,3,58,9,2,54,Manhattan,6/12/2020
8,2,54,9,3,53,Manhattan,6/11/2020
14,1,67,10,4,58,Manhattan,6/10/2020
11,7,66,9,5,59,Manhattan,6/9/2020
9,2,75,9,5,60,Manhattan,6/8/2020
9,1,24,9,5,60,Manhattan,6/7/2020
6,1,33,9,5,60,Manhattan,6/6/2020
9,7,52,9,7,61,Manhattan,6/5/2020
11,8,86,10,7,64,Manhattan,6/4/2020
8,7,75,10,6,65,Manhattan,6/3/2020
10,7,72,10,6,70,Manhattan,6/2/2020
13,3,77,10,6,78,Manhattan,6/1/2020
9,4,25,10,7,77,Manhattan,5/31/2020
6,12,38,11,7,83,Manhattan,5/30/2020
11,5,74,12,7,84,Manhattan,5/29/2020
